	OrphaNumber	Disease_name	GeneAssociationCount	Associated_genes	Gene_IDs	Association_types	Association_statuses
3004	46532	Hereditary persistence of fetal hemoglobin-beta-thalassemia syndrome	4	['hemoglobin subunit beta', 'hemoglobin subunit gamma 1', 'hemoglobin subunit gamma 2', 'Kruppel like factor 1']	[{'ExternalReference': [{'id': '30121', 'Source': 'HGNC', 'Reference': '4827'}, {'id': '30120', 'Source': 'OMIM', 'Reference': '141900'}, {'id': '56846', 'Source': 'Reactome', 'Reference': 'P68871'}, {'id': '33205', 'Source': 'SwissProt', 'Reference': 'P68871'}, {'id': '56845', 'Source': 'Ensembl', 'Reference': 'ENSG00000244734'}, {'id': '30123', 'Source': 'Genatlas', 'Reference': 'HBB'}], 'count': '6'}, {'ExternalReference': [{'id': '59076', 'Source': 'Ensembl', 'Reference': 'ENSG00000213934'}, {'id': '46606', 'Source': 'Genatlas', 'Reference': 'HBG1'}, {'id': '46605', 'Source': 'HGNC', 'Reference': '4831'}, {'id': '46608', 'Source': 'OMIM', 'Reference': '142200'}, {'id': '59077', 'Source': 'Reactome', 'Reference': 'P69891'}, {'id': '46607', 'Source': 'SwissProt', 'Reference': 'P69891'}], 'count': '6'}, {'ExternalReference': [{'id': '59078', 'Source': 'Ensembl', 'Reference': 'ENSG00000196565'}, {'id': '46611', 'Source': 'Genatlas', 'Reference': 'HBG2'}, {'id': '46610', 'Source': 'HGNC', 'Reference': '4832'}, {'id': '46613', 'Source': 'OMIM', 'Reference': '142250'}, {'id': '59079', 'Source': 'Reactome', 'Reference': 'P69892'}, {'id': '46612', 'Source': 'SwissProt', 'Reference': 'P69892'}], 'count': '6'}, {'ExternalReference': [{'id': '58652', 'Source': 'Ensembl', 'Reference': 'ENSG00000105610'}, {'id': '48121', 'Source': 'Genatlas', 'Reference': 'KLF1'}, {'id': '48122', 'Source': 'HGNC', 'Reference': '6345'}, {'id': '48123', 'Source': 'OMIM', 'Reference': '600599'}, {'id': '48124', 'Source': 'SwissProt', 'Reference': 'Q13351'}], 'count': '5'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed', 'Assessed', 'Assessed']
3005	544503	RNF13-related severe early-onset epileptic encephalopathy	1	['ring finger protein 13']	[{'ExternalReference': [{'id': '171447', 'Source': 'HGNC', 'Reference': '10057'}, {'id': '171448', 'Source': 'Ensembl', 'Reference': 'ENSG00000082996'}, {'id': '171449', 'Source': 'SwissProt', 'Reference': 'O43567'}, {'id': '171450', 'Source': 'Reactome', 'Reference': 'O43567'}, {'id': '171451', 'Source': 'OMIM', 'Reference': '609247'}], 'count': '5'}]	['Disease-causing germline mutation(s) (gain of function) in']	['Assessed']
3006	544488	Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome	1	['ornithine decarboxylase 1']	[{'ExternalReference': [{'id': '171437', 'Source': 'HGNC', 'Reference': '8109'}, {'id': '171438', 'Source': 'Ensembl', 'Reference': 'ENSG00000115758'}, {'id': '171439', 'Source': 'SwissProt', 'Reference': 'P11926'}, {'id': '171440', 'Source': 'Reactome', 'Reference': 'P11926'}, {'id': '171441', 'Source': 'IUPHAR', 'Reference': '1276'}, {'id': '171442', 'Source': 'OMIM', 'Reference': '165640'}], 'count': '6'}]	['Disease-causing germline mutation(s) (gain of function) in']	['Assessed']
3007	544469	PRUNE1-related neurological syndrome	1	['prune exopolyphosphatase 1']	[{'ExternalReference': [{'id': '136282', 'Source': 'HGNC', 'Reference': '13420'}, {'id': '136283', 'Source': 'SwissProt', 'Reference': 'Q86TP1'}, {'id': '136284', 'Source': 'Ensembl', 'Reference': 'ENSG00000143363'}, {'id': '143159', 'Source': 'OMIM', 'Reference': '617413'}], 'count': '4'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3008	544472	Atypical hemolytic uremic syndrome with complement gene abnormality	6	['complement C3', 'CD46 molecule', 'complement factor B', 'complement factor H', 'complement factor I', 'thrombomodulin']	[{'ExternalReference': [{'id': '58476', 'Source': 'Ensembl', 'Reference': 'ENSG00000125730'}, {'id': '38111', 'Source': 'Genatlas', 'Reference': 'C3'}, {'id': '38113', 'Source': 'HGNC', 'Reference': '1318'}, {'id': '38112', 'Source': 'OMIM', 'Reference': '120700'}, {'id': '58477', 'Source': 'Reactome', 'Reference': 'P01024'}, {'id': '38114', 'Source': 'SwissProt', 'Reference': 'P01024'}], 'count': '6'}, {'ExternalReference': [{'id': '59699', 'Source': 'Ensembl', 'Reference': 'ENSG00000117335'}, {'id': '37358', 'Source': 'Genatlas', 'Reference': 'CD46'}, {'id': '26413', 'Source': 'HGNC', 'Reference': '6953'}, {'id': '26412', 'Source': 'OMIM', 'Reference': '120920'}, {'id': '59700', 'Source': 'Reactome', 'Reference': 'P15529'}, {'id': '32384', 'Source': 'SwissProt', 'Reference': 'P15529'}], 'count': '6'}, {'ExternalReference': [{'id': '58478', 'Source': 'Ensembl', 'Reference': 'ENSG00000243649'}, {'id': '36247', 'Source': 'Genatlas', 'Reference': 'CFB'}, {'id': '36246', 'Source': 'HGNC', 'Reference': '1037'}, {'id': '83062', 'Source': 'IUPHAR', 'Reference': '2339'}, {'id': '36249', 'Source': 'OMIM', 'Reference': '138470'}, {'id': '58479', 'Source': 'Reactome', 'Reference': 'P00751'}, {'id': '36248', 'Source': 'SwissProt', 'Reference': 'P00751'}], 'count': '7'}, {'ExternalReference': [{'id': '58480', 'Source': 'Ensembl', 'Reference': 'ENSG00000000971'}, {'id': '26516', 'Source': 'Genatlas', 'Reference': 'CFH'}, {'id': '26514', 'Source': 'HGNC', 'Reference': '4883'}, {'id': '26513', 'Source': 'OMIM', 'Reference': '134370'}, {'id': '58481', 'Source': 'Reactome', 'Reference': 'P08603'}, {'id': '32406', 'Source': 'SwissProt', 'Reference': 'P08603'}], 'count': '6'}, {'ExternalReference': [{'id': '26519', 'Source': 'OMIM', 'Reference': '217030'}, {'id': '59694', 'Source': 'Reactome', 'Reference': 'P05156'}, {'id': '32407', 'Source': 'SwissProt', 'Reference': 'P05156'}, {'id': '59693', 'Source': 'Ensembl', 'Reference': 'ENSG00000205403'}, {'id': '26518', 'Source': 'Genatlas', 'Reference': 'CFI'}, {'id': '26520', 'Source': 'HGNC', 'Reference': '5394'}], 'count': '6'}, {'ExternalReference': [{'id': '58509', 'Source': 'Ensembl', 'Reference': 'ENSG00000178726'}, {'id': '27381', 'Source': 'Genatlas', 'Reference': 'THBD'}, {'id': '27383', 'Source': 'HGNC', 'Reference': '11784'}, {'id': '27382', 'Source': 'OMIM', 'Reference': '188040'}, {'id': '58510', 'Source': 'Reactome', 'Reference': 'P07204'}, {'id': '32587', 'Source': 'SwissProt', 'Reference': 'P07204'}], 'count': '6'}]	['Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed', 'Assessed']
3009	47045	Familial cold urticaria	2	['NLR family pyrin domain containing 3', 'NLR family CARD domain containing 4']	[{'ExternalReference': [{'id': '58242', 'Source': 'Ensembl', 'Reference': 'ENSG00000162711'}, {'id': '36623', 'Source': 'Genatlas', 'Reference': 'NLRP3'}, {'id': '31839', 'Source': 'HGNC', 'Reference': '16400'}, {'id': '31838', 'Source': 'OMIM', 'Reference': '606416'}, {'id': '58243', 'Source': 'Reactome', 'Reference': 'Q96P20'}, {'id': '33618', 'Source': 'SwissProt', 'Reference': 'Q96P20'}], 'count': '6'}, {'ExternalReference': [{'id': '97614', 'Source': 'Ensembl', 'Reference': 'ENSG00000091106'}, {'id': '97612', 'Source': 'Genatlas', 'Reference': 'NLRC4'}, {'id': '97610', 'Source': 'HGNC', 'Reference': '16412'}, {'id': '97615', 'Source': 'IUPHAR', 'Reference': '1782'}, {'id': '97611', 'Source': 'OMIM', 'Reference': '606831'}, {'id': '97616', 'Source': 'Reactome', 'Reference': 'Q9NPP4'}, {'id': '97613', 'Source': 'SwissProt', 'Reference': 'Q9NPP4'}], 'count': '7'}]	['Disease-causing germline mutation(s) (gain of function) in', 'Disease-causing germline mutation(s) in']	['Assessed', 'Assessed']
3010	544602	Congenital myopathy with reduced type 2 muscle fibers	1	['myosin light chain 1']	[{'ExternalReference': [{'id': '171473', 'Source': 'HGNC', 'Reference': '7582'}, {'id': '171474', 'Source': 'Ensembl', 'Reference': 'ENSG00000168530'}, {'id': '171475', 'Source': 'SwissProt', 'Reference': 'P05976'}, {'id': '171476', 'Source': 'Reactome', 'Reference': 'P05976'}, {'id': '171477', 'Source': 'OMIM', 'Reference': '160780'}], 'count': '5'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
3011	555402	NAD(P)HX dehydratase deficiency	1	['NAD(P)HX dehydratase']	[{'ExternalReference': [{'id': '171463', 'Source': 'HGNC', 'Reference': '25576'}, {'id': '171464', 'Source': 'Ensembl', 'Reference': 'ENSG00000213995'}, {'id': '171465', 'Source': 'SwissProt', 'Reference': 'Q8IW45'}, {'id': '171466', 'Source': 'Reactome', 'Reference': 'Q8IW45'}, {'id': '171467', 'Source': 'OMIM', 'Reference': '615910'}], 'count': '5'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3012	555407	NAD(P)HX epimerase deficiency	1	['NAD(P)HX epimerase']	[{'ExternalReference': [{'id': '159025', 'Source': 'HGNC', 'Reference': '18453'}, {'id': '162687', 'Source': 'Ensembl', 'Reference': 'ENSG00000163382'}], 'count': '2'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3013	555877	FLNA-related X-linked myxomatous valvular dysplasia	1	['filamin A']	[{'ExternalReference': [{'id': '57957', 'Source': 'Ensembl', 'Reference': 'ENSG00000196924'}, {'id': '29507', 'Source': 'Genatlas', 'Reference': 'FLNA'}, {'id': '29505', 'Source': 'HGNC', 'Reference': '3754'}, {'id': '29504', 'Source': 'OMIM', 'Reference': '300017'}, {'id': '57958', 'Source': 'Reactome', 'Reference': 'P21333'}, {'id': '33073', 'Source': 'SwissProt', 'Reference': 'P21333'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3014	557064	Neonatal epileptic encephalopathy due to glutaminase deficiency	1	['glutaminase']	[{'ExternalReference': [{'id': '171418', 'Source': 'HGNC', 'Reference': '4331'}, {'id': '171419', 'Source': 'Ensembl', 'Reference': 'ENSG00000115419'}, {'id': '171420', 'Source': 'SwissProt', 'Reference': 'O94925'}, {'id': '171421', 'Source': 'Reactome', 'Reference': 'O94925'}, {'id': '171422', 'Source': 'IUPHAR', 'Reference': '2891'}, {'id': '171423', 'Source': 'OMIM', 'Reference': '138280'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
3015	557056	Spastic ataxia-dysarthria due to glutaminase deficiency	1	['glutaminase']	[{'ExternalReference': [{'id': '171418', 'Source': 'HGNC', 'Reference': '4331'}, {'id': '171419', 'Source': 'Ensembl', 'Reference': 'ENSG00000115419'}, {'id': '171420', 'Source': 'SwissProt', 'Reference': 'O94925'}, {'id': '171421', 'Source': 'Reactome', 'Reference': 'O94925'}, {'id': '171422', 'Source': 'IUPHAR', 'Reference': '2891'}, {'id': '171423', 'Source': 'OMIM', 'Reference': '138280'}], 'count': '6'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
3016	90050	Retinopathy of prematurity	3	['LDL receptor related protein 5', 'frizzled class receptor 4', 'norrin cystine knot growth factor NDP']	[{'ExternalReference': [{'id': '58281', 'Source': 'Ensembl', 'Reference': 'ENSG00000162337'}, {'id': '31002', 'Source': 'Genatlas', 'Reference': 'LRP5'}, {'id': '31000', 'Source': 'HGNC', 'Reference': '6697'}, {'id': '30999', 'Source': 'OMIM', 'Reference': '603506'}, {'id': '87979', 'Source': 'Reactome', 'Reference': 'O75197'}, {'id': '33437', 'Source': 'SwissProt', 'Reference': 'O75197'}], 'count': '6'}, {'ExternalReference': [{'id': '58764', 'Source': 'Ensembl', 'Reference': 'ENSG00000174804'}, {'id': '29631', 'Source': 'Genatlas', 'Reference': 'FZD4'}, {'id': '29633', 'Source': 'HGNC', 'Reference': '4042'}, {'id': '82922', 'Source': 'IUPHAR', 'Reference': '232'}, {'id': '29632', 'Source': 'OMIM', 'Reference': '604579'}, {'id': '58765', 'Source': 'Reactome', 'Reference': 'Q9ULV1'}, {'id': '33100', 'Source': 'SwissProt', 'Reference': 'Q9ULV1'}], 'count': '7'}, {'ExternalReference': [{'id': '142931', 'Source': 'Reactome', 'Reference': 'Q00604'}, {'id': '56948', 'Source': 'Ensembl', 'Reference': 'ENSG00000124479'}, {'id': '31699', 'Source': 'Genatlas', 'Reference': 'NDP'}, {'id': '31697', 'Source': 'HGNC', 'Reference': '7678'}, {'id': '70915', 'Source': 'OMIM', 'Reference': '300658'}, {'id': '33588', 'Source': 'SwissProt', 'Reference': 'Q00604'}], 'count': '6'}]	['Major susceptibility factor in', 'Major susceptibility factor in', 'Major susceptibility factor in']	['Assessed', 'Assessed', 'Assessed']
3017	90045	Hereditary folate malabsorption	1	['solute carrier family 46 member 1']	[{'ExternalReference': [{'id': '59545', 'Source': 'Ensembl', 'Reference': 'ENSG00000076351'}, {'id': '35326', 'Source': 'Genatlas', 'Reference': 'SLC46A1'}, {'id': '35329', 'Source': 'HGNC', 'Reference': '30521'}, {'id': '35328', 'Source': 'OMIM', 'Reference': '611672'}, {'id': '59546', 'Source': 'Reactome', 'Reference': 'Q96NT5'}, {'id': '35327', 'Source': 'SwissProt', 'Reference': 'Q96NT5'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3018	90039	Hemoglobin D disease	1	['hemoglobin subunit beta']	[{'ExternalReference': [{'id': '30121', 'Source': 'HGNC', 'Reference': '4827'}, {'id': '30120', 'Source': 'OMIM', 'Reference': '141900'}, {'id': '56846', 'Source': 'Reactome', 'Reference': 'P68871'}, {'id': '33205', 'Source': 'SwissProt', 'Reference': 'P68871'}, {'id': '56845', 'Source': 'Ensembl', 'Reference': 'ENSG00000244734'}, {'id': '30123', 'Source': 'Genatlas', 'Reference': 'HBB'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3019	90044	Familial pseudohyperkalemia	1	['ATP binding cassette subfamily B member 6 (Langereis blood group)']	[{'ExternalReference': [{'id': '60682', 'Source': 'Ensembl', 'Reference': 'ENSG00000115657'}, {'id': '60680', 'Source': 'Genatlas', 'Reference': 'ABCB6'}, {'id': '60678', 'Source': 'HGNC', 'Reference': '47'}, {'id': '60679', 'Source': 'OMIM', 'Reference': '605452'}, {'id': '83240', 'Source': 'Reactome', 'Reference': 'Q9NP58'}, {'id': '60681', 'Source': 'SwissProt', 'Reference': 'Q9NP58'}], 'count': '6'}]	['Disease-causing germline mutation(s) (gain of function) in']	['Assessed']
3020	90042	Primary familial polycythemia	1	['erythropoietin receptor']	[{'ExternalReference': [{'id': '143022', 'Source': 'Reactome', 'Reference': 'P19235'}, {'id': '59544', 'Source': 'Ensembl', 'Reference': 'ENSG00000187266'}, {'id': '29127', 'Source': 'Genatlas', 'Reference': 'EPOR'}, {'id': '29129', 'Source': 'HGNC', 'Reference': '3416'}, {'id': '82901', 'Source': 'IUPHAR', 'Reference': '1718'}, {'id': '29128', 'Source': 'OMIM', 'Reference': '133171'}, {'id': '32999', 'Source': 'SwissProt', 'Reference': 'P19235'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3021	90024	Deafness with labyrinthine aplasia, microtia, and microdontia	1	['fibroblast growth factor 3']	[{'ExternalReference': [{'id': '58282', 'Source': 'Ensembl', 'Reference': 'ENSG00000186895'}, {'id': '37039', 'Source': 'Genatlas', 'Reference': 'FGF3'}, {'id': '37041', 'Source': 'HGNC', 'Reference': '3681'}, {'id': '37040', 'Source': 'OMIM', 'Reference': '164950'}, {'id': '58283', 'Source': 'Reactome', 'Reference': 'P11487'}, {'id': '37042', 'Source': 'SwissProt', 'Reference': 'P11487'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3022	90023	Primary immunodeficiency syndrome due to LAMTOR2 deficiency	1	['late endosomal/lysosomal adaptor, MAPK and MTOR activator 2']	[{'ExternalReference': [{'id': '59539', 'Source': 'Ensembl', 'Reference': 'ENSG00000116586'}, {'id': '80155', 'Source': 'Genatlas', 'Reference': 'LAMTOR2'}, {'id': '38649', 'Source': 'HGNC', 'Reference': '29796'}, {'id': '38650', 'Source': 'OMIM', 'Reference': '610389'}, {'id': '97265', 'Source': 'Reactome', 'Reference': 'Q9Y2Q5'}, {'id': '82611', 'Source': 'SwissProt', 'Reference': 'Q9Y2Q5'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3023	90020	Amyotrophic lateral sclerosis-parkinsonism-dementia complex	2	['Parkinsonism associated deglycase', 'transient receptor potential cation channel subfamily M member 7']	[{'ExternalReference': [{'id': '57851', 'Source': 'Ensembl', 'Reference': 'ENSG00000116288'}, {'id': '32105', 'Source': 'Genatlas', 'Reference': 'PARK7'}, {'id': '32107', 'Source': 'HGNC', 'Reference': '16369'}, {'id': '32106', 'Source': 'OMIM', 'Reference': '602533'}, {'id': '33674', 'Source': 'SwissProt', 'Reference': 'Q99497'}, {'id': '143991', 'Source': 'Reactome', 'Reference': 'Q99497'}], 'count': '6'}, {'ExternalReference': [{'id': '36718', 'Source': 'SwissProt', 'Reference': 'Q96QT4'}, {'id': '59538', 'Source': 'Ensembl', 'Reference': 'ENSG00000092439'}, {'id': '36715', 'Source': 'Genatlas', 'Reference': 'TRPM7'}, {'id': '36717', 'Source': 'HGNC', 'Reference': '17994'}, {'id': '83070', 'Source': 'IUPHAR', 'Reference': '499'}, {'id': '36716', 'Source': 'OMIM', 'Reference': '605692'}, {'id': '83069', 'Source': 'Reactome', 'Reference': 'Q96QT4'}], 'count': '7'}]	['Major susceptibility factor in', 'Major susceptibility factor in']	['Not yet assessed', 'Not yet assessed']
3024	90031	Non-spherocytic hemolytic anemia due to hexokinase deficiency	1	['hexokinase 1']	[{'ExternalReference': [{'id': '59542', 'Source': 'Ensembl', 'Reference': 'ENSG00000156515'}, {'id': '30184', 'Source': 'Genatlas', 'Reference': 'HK1'}, {'id': '30182', 'Source': 'HGNC', 'Reference': '4922'}, {'id': '30181', 'Source': 'OMIM', 'Reference': '142600'}, {'id': '59543', 'Source': 'Reactome', 'Reference': 'P19367'}, {'id': '33217', 'Source': 'SwissProt', 'Reference': 'P19367'}], 'count': '6'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3025	90026	Primary erythromelalgia	3	['sodium voltage-gated channel alpha subunit 9', 'sodium voltage-gated channel alpha subunit 10', 'sodium voltage-gated channel alpha subunit 11']	[{'ExternalReference': [{'id': '58129', 'Source': 'Ensembl', 'Reference': 'ENSG00000169432'}, {'id': '25643', 'Source': 'Genatlas', 'Reference': 'SCN9A'}, {'id': '25641', 'Source': 'HGNC', 'Reference': '10597'}, {'id': '82773', 'Source': 'IUPHAR', 'Reference': '584'}, {'id': '25640', 'Source': 'OMIM', 'Reference': '603415'}, {'id': '58130', 'Source': 'Reactome', 'Reference': 'Q15858'}, {'id': '33813', 'Source': 'SwissProt', 'Reference': 'Q15858'}], 'count': '7'}, {'ExternalReference': [{'id': '83656', 'Source': 'Ensembl', 'Reference': 'ENSG00000185313'}, {'id': '77054', 'Source': 'Genatlas', 'Reference': 'SCN10A'}, {'id': '77052', 'Source': 'HGNC', 'Reference': '10582'}, {'id': '83657', 'Source': 'IUPHAR', 'Reference': '585'}, {'id': '77053', 'Source': 'OMIM', 'Reference': '604427'}, {'id': '97337', 'Source': 'Reactome', 'Reference': 'Q9Y5Y9'}, {'id': '77055', 'Source': 'SwissProt', 'Reference': 'Q9Y5Y9'}], 'count': '7'}, {'ExternalReference': [{'id': '83710', 'Source': 'Ensembl', 'Reference': 'ENSG00000168356'}, {'id': '77837', 'Source': 'Genatlas', 'Reference': 'SCN11A'}, {'id': '77835', 'Source': 'HGNC', 'Reference': '10583'}, {'id': '83711', 'Source': 'IUPHAR', 'Reference': '586'}, {'id': '77836', 'Source': 'OMIM', 'Reference': '604385'}, {'id': '97342', 'Source': 'Reactome', 'Reference': 'Q9UI33'}, {'id': '77838', 'Source': 'SwissProt', 'Reference': 'Q9UI33'}], 'count': '7'}]	['Disease-causing germline mutation(s) (gain of function) in', 'Candidate gene tested in', 'Candidate gene tested in']	['Assessed', 'Not yet assessed', 'Not yet assessed']
3026	90030	Hemolytic anemia due to glutathione reductase deficiency	1	['glutathione-disulfide reductase']	[{'ExternalReference': [{'id': '30051', 'Source': 'HGNC', 'Reference': '4623'}, {'id': '82943', 'Source': 'IUPHAR', 'Reference': '2613'}, {'id': '30050', 'Source': 'OMIM', 'Reference': '138300'}, {'id': '59541', 'Source': 'Reactome', 'Reference': 'P00390'}, {'id': '33190', 'Source': 'SwissProt', 'Reference': 'P00390'}, {'id': '59540', 'Source': 'Ensembl', 'Reference': 'ENSG00000104687'}, {'id': '30053', 'Source': 'Genatlas', 'Reference': 'GSR'}], 'count': '7'}]	['Disease-causing germline mutation(s) in']	['Assessed']
3027	89936	X-linked hypophosphatemia	1	['phosphate regulating endopeptidase homolog X-linked']	[{'ExternalReference': [{'id': '59534', 'Source': 'Ensembl', 'Reference': 'ENSG00000102174'}, {'id': '32317', 'Source': 'Genatlas', 'Reference': 'PHEX'}, {'id': '32315', 'Source': 'HGNC', 'Reference': '8918'}, {'id': '32314', 'Source': 'OMIM', 'Reference': '300550'}, {'id': '33758', 'Source': 'SwissProt', 'Reference': 'P78562'}], 'count': '5'}]	['Disease-causing germline mutation(s) (loss of function) in']	['Assessed']
